data_time,price
2025-11-21 10:27:32.999,5406.46
2025-11-21 10:27:34.405,5406.52
2025-11-21 10:27:34.499,5406.52
2025-11-21 10:27:35.151,5406.52
2025-11-21 10:27:36.389,5406.75
2025-11-21 10:27:36.490,5406.75
2025-11-21 10:27:37.298,5406.75
2025-11-21 10:27:38.398,5406.58
2025-11-21 10:27:38.465,5406.58
2025-11-21 10:27:39.512,5406.58
2025-11-21 10:27:40.387,5406.76
2025-11-21 10:27:40.479,5406.76
2025-11-21 10:27:41.661,5406.76
2025-11-21 10:27:42.484,5407.26
2025-11-21 10:27:42.486,5407.26
2025-11-21 10:27:43.781,5407.26
2025-11-21 10:27:44.381,5406.64
2025-11-21 10:27:44.484,5406.64
2025-11-21 10:27:45.942,5406.64
2025-11-21 10:27:46.373,5407.08
2025-11-21 10:27:46.463,5407.08
2025-11-21 10:27:48.094,5407.08
2025-11-21 10:27:48.378,5406.75
2025-11-21 10:27:48.461,5406.75
2025-11-21 10:27:50.247,5406.75
2025-11-21 10:27:50.400,5406.70
2025-11-21 10:27:50.476,5406.70
2025-11-21 10:27:52.416,5406.23
2025-11-21 10:27:52.420,5406.23
2025-11-21 10:27:52.456,5406.23
2025-11-21 10:27:54.565,5406.35
2025-11-21 10:27:54.566,5406.35
2025-11-21 10:27:54.567,5406.35
2025-11-21 10:27:56.555,5405.71
2025-11-21 10:27:56.570,5405.71
2025-11-21 10:27:56.718,5405.71
2025-11-21 10:27:58.387,5406.30
2025-11-21 10:27:58.465,5406.30
2025-11-21 10:27:58.867,5406.30
2025-11-21 10:28:00.371,5406.35
2025-11-21 10:28:00.444,5406.35
2025-11-21 10:28:00.797,5406.35
2025-11-21 10:28:01.019,5406.35
2025-11-21 10:28:02.378,5406.10
2025-11-21 10:28:02.430,5406.10
2025-11-21 10:28:03.179,5406.10
2025-11-21 10:28:04.379,5405.98
2025-11-21 10:28:04.469,5405.98
2025-11-21 10:28:05.340,5405.98
2025-11-21 10:28:06.445,5405.19
2025-11-21 10:28:06.470,5405.19
2025-11-21 10:28:07.499,5405.19
2025-11-21 10:28:08.491,5405.74
2025-11-21 10:28:08.492,5405.74
2025-11-21 10:28:09.664,5405.74
2025-11-21 10:28:10.378,5406.07
2025-11-21 10:28:10.454,5406.07
2025-11-21 10:28:11.824,5406.07
2025-11-21 10:28:12.488,5406.13
2025-11-21 10:28:12.486,5406.13
2025-11-21 10:28:14.021,5406.13
2025-11-21 10:28:14.372,5405.00
2025-11-21 10:28:14.438,5405.00
2025-11-21 10:28:16.116,5405.00
2025-11-21 10:28:16.385,5405.15
2025-11-21 10:28:16.486,5405.15
2025-11-21 10:28:18.272,5405.15
2025-11-21 10:28:18.389,5404.83
2025-11-21 10:28:18.476,5404.83
2025-11-21 10:28:20.374,5404.79
2025-11-21 10:28:20.432,5404.79
2025-11-21 10:28:20.433,5404.79
2025-11-21 10:28:22.397,5404.75
2025-11-21 10:28:22.470,5404.75
2025-11-21 10:28:22.590,5404.75
2025-11-21 10:28:24.370,5404.58
2025-11-21 10:28:24.436,5404.58
2025-11-21 10:28:24.772,5404.58
2025-11-21 10:28:26.413,5404.22
2025-11-21 10:28:26.517,5404.22
2025-11-21 10:28:26.894,5404.22
2025-11-21 10:28:28.378,5404.11
2025-11-21 10:28:28.467,5404.11
2025-11-21 10:28:29.048,5404.11
2025-11-21 10:28:30.374,5403.76
2025-11-21 10:28:30.506,5403.76
2025-11-21 10:28:31.199,5403.76
2025-11-21 10:28:32.544,5403.53
2025-11-21 10:28:32.586,5403.53
2025-11-21 10:28:33.356,5403.53
2025-11-21 10:28:34.545,5404.28
2025-11-21 10:28:34.580,5404.28
2025-11-21 10:28:35.500,5404.28
2025-11-21 10:28:36.359,5404.46
2025-11-21 10:28:36.425,5404.46
2025-11-21 10:28:37.778,5404.46
2025-11-21 10:28:38.570,5404.46
2025-11-21 10:28:38.583,5404.46
2025-11-21 10:28:39.827,5404.46
2025-11-21 10:28:40.441,5404.67
2025-11-21 10:28:40.443,5404.67
2025-11-21 10:28:42.077,5404.67
2025-11-21 10:28:42.387,5404.28
2025-11-21 10:28:42.465,5404.28
2025-11-21 10:28:44.133,5404.28
2025-11-21 10:28:44.432,5404.24
2025-11-21 10:28:44.487,5404.24
2025-11-21 10:28:46.277,5404.24
2025-11-21 10:28:46.556,5404.47
2025-11-21 10:28:46.566,5404.47
2025-11-21 10:28:48.362,5404.37
2025-11-21 10:28:48.438,5404.37
2025-11-21 10:28:48.482,5404.37
2025-11-21 10:28:50.394,5404.69
2025-11-21 10:28:50.454,5404.69
2025-11-21 10:28:50.601,5404.69
2025-11-21 10:28:52.400,5403.45
2025-11-21 10:28:52.495,5403.45
2025-11-21 10:28:52.829,5403.45
2025-11-21 10:28:54.387,5403.40
2025-11-21 10:28:54.486,5403.40
2025-11-21 10:28:54.980,5403.40
2025-11-21 10:28:56.403,5403.73
2025-11-21 10:28:56.492,5403.73
2025-11-21 10:28:57.064,5403.73
2025-11-21 10:28:58.398,5403.05
2025-11-21 10:28:58.461,5403.05
2025-11-21 10:28:59.214,5403.05
2025-11-21 10:29:00.408,5403.68
2025-11-21 10:29:00.409,5403.68
2025-11-21 10:29:01.375,5403.68
2025-11-21 10:29:02.388,5402.73
2025-11-21 10:29:02.461,5402.73
2025-11-21 10:29:03.523,5402.73
2025-11-21 10:29:03.813,5402.73
2025-11-21 10:29:04.369,5402.36
2025-11-21 10:29:04.456,5402.36
2025-11-21 10:29:05.690,5402.36
2025-11-21 10:29:06.381,5402.46
2025-11-21 10:29:06.493,5402.46
2025-11-21 10:29:07.841,5402.46
2025-11-21 10:29:08.371,5402.26
2025-11-21 10:29:08.504,5402.26
2025-11-21 10:29:10.000,5402.26
2025-11-21 10:29:10.443,5402.67
2025-11-21 10:29:10.473,5402.67
2025-11-21 10:29:12.169,5402.67
2025-11-21 10:29:12.385,5402.11
2025-11-21 10:29:12.474,5402.11
2025-11-21 10:29:14.318,5402.11
2025-11-21 10:29:14.386,5402.56
2025-11-21 10:29:14.475,5402.56
2025-11-21 10:29:16.359,5401.66
2025-11-21 10:29:16.425,5401.66
2025-11-21 10:29:16.471,5401.66
2025-11-21 10:29:18.380,5401.84
2025-11-21 10:29:18.453,5401.84
2025-11-21 10:29:18.629,5401.84
2025-11-21 10:29:20.481,5402.52
2025-11-21 10:29:20.482,5402.52
2025-11-21 10:29:20.788,5402.52
2025-11-21 10:29:22.383,5403.02
2025-11-21 10:29:22.460,5403.02
2025-11-21 10:29:22.938,5403.02
2025-11-21 10:29:24.469,5402.79
2025-11-21 10:29:24.484,5402.79
2025-11-21 10:29:25.099,5402.79
2025-11-21 10:29:26.389,5403.05
2025-11-21 10:29:26.452,5403.05
2025-11-21 10:29:27.339,5403.05
2025-11-21 10:29:28.467,5403.30
2025-11-21 10:29:28.489,5403.30
2025-11-21 10:29:29.391,5403.30
2025-11-21 10:29:30.411,5403.17
2025-11-21 10:29:30.414,5403.17
2025-11-21 10:29:31.640,5403.17
2025-11-21 10:29:32.460,5402.77
2025-11-21 10:29:32.472,5402.77
2025-11-21 10:29:33.790,5402.77
2025-11-21 10:29:34.401,5402.77
2025-11-21 10:29:34.460,5402.77
2025-11-21 10:29:35.850,5402.77
2025-11-21 10:29:36.404,5403.58
2025-11-21 10:29:36.461,5403.58
2025-11-21 10:29:38.003,5403.58
2025-11-21 10:29:38.496,5403.03
2025-11-21 10:29:38.498,5403.03
2025-11-21 10:29:40.241,5403.03
2025-11-21 10:29:40.393,5402.70
2025-11-21 10:29:40.503,5402.70
2025-11-21 10:29:42.393,5402.70
2025-11-21 10:29:42.394,5403.62
2025-11-21 10:29:42.437,5403.62
2025-11-21 10:29:44.370,5403.58
2025-11-21 10:29:44.422,5403.58
2025-11-21 10:29:44.458,5403.58
2025-11-21 10:29:46.393,5404.04
2025-11-21 10:29:46.488,5404.04
2025-11-21 10:29:46.599,5404.04
2025-11-21 10:29:48.379,5403.41
2025-11-21 10:29:48.468,5403.41
2025-11-21 10:29:48.759,5403.41
2025-11-21 10:29:50.402,5402.49
2025-11-21 10:29:50.470,5402.49
2025-11-21 10:29:50.909,5402.49
2025-11-21 10:29:52.575,5402.70
2025-11-21 10:29:52.592,5402.70
2025-11-21 10:29:53.142,5402.70
2025-11-21 10:30:40.360,5399.14
2025-11-21 10:30:40.403,5399.14
2025-11-21 10:30:40.517,5399.14
2025-11-21 10:30:42.364,5399.37
2025-11-21 10:30:42.398,5399.37
2025-11-21 10:30:42.663,5399.37
2025-11-21 10:30:44.395,5398.73
2025-11-21 10:30:44.455,5398.73
2025-11-21 10:30:44.827,5398.73
2025-11-21 10:30:46.371,5398.27
2025-11-21 10:30:46.434,5398.27
2025-11-21 10:30:46.977,5398.27
2025-11-21 10:30:48.348,5398.93
2025-11-21 10:30:48.415,5398.93
2025-11-21 10:30:49.131,5398.93
2025-11-21 10:30:50.371,5399.65
2025-11-21 10:30:50.596,5399.65
2025-11-21 10:30:51.286,5399.65
2025-11-21 10:30:52.378,5398.74
2025-11-21 10:30:52.464,5398.74
2025-11-21 10:30:53.442,5398.74
2025-11-21 10:30:54.384,5398.21
2025-11-21 10:30:54.472,5398.21
2025-11-21 10:30:55.599,5398.21
2025-11-21 10:30:56.372,5398.53
2025-11-21 10:30:56.453,5398.53
2025-11-21 10:30:57.752,5398.53
2025-11-21 10:30:58.356,5397.78
2025-11-21 10:30:58.421,5397.78
2025-11-21 10:30:58.479,5397.78
2025-11-21 10:30:59.913,5397.78
2025-11-21 10:31:00.157,5397.78
2025-11-21 10:31:00.378,5397.90
2025-11-21 10:31:00.456,5397.90
2025-11-21 10:31:02.063,5397.90
2025-11-21 10:31:02.346,5397.38
2025-11-21 10:31:02.419,5397.38
2025-11-21 10:31:02.420,5397.38
2025-11-21 10:31:04.219,5397.38
2025-11-21 10:31:04.402,5397.52
2025-11-21 10:31:04.493,5397.52
2025-11-21 10:31:06.378,5397.61
2025-11-21 10:31:06.379,5397.61
2025-11-21 10:31:06.405,5397.61
